C,publication year,study period,country,scientific name,English name,subject type,toxicant group,toxicant specific,sample type,group,sample size,no. exposed,"OR if given, proportion exposed",Age Class,Sex,concentration level estimate type,concentration (ND for non-detects),Detection limit (if reported),SD of concentration,minimum,maximum,unit of measure,wet/dry weight?,sublethal effects assessed?,sublethal type,sublethal specific,Notes,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 100,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.21,0.01,NA,0.04,0.05,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,unknown,TBPH,tail feathers/tertials,NA,8,NA,0,adult,unknown/mixed,arithmetic mean,ND,3*SD of procedural blank,NA,NA,NA,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BTBPE,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.14,3*SD of procedural blank,NA,0.01,,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,Sum of all PDBEs,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,2.63,3*SD of procedural blank,NA,0.68,6.44,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 183,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.3,0.01,NA,0.01,2.2,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,unknown,"p,p?-DDE",blood,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,1.56,0.02,NA,0.03,17.5,ng g?1,wet,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,unknown,TN,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.03,0.02,NA,0.01,0.05,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 99,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.93,0.01,NA,0.28,1.99,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 28,blood,NA,8,NA,0,adult,unknown/mixed,arithmetic mean,ND,0.002,NA,NA,NA,ng g?1,wet,No,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 154,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.15,0.01,NA,0.06,0.23,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abbasi et al. 2017,2017,0,Pakistan,Milvus migrans,Black Kite,wild,flame retardants,BDE 153,tail feathers/tertials,NA,8,8,NA,adult,unknown/mixed,arithmetic mean,0.17,0.01,NA,0.09,0.38,ng g?1,dry,no,NA,NA,Assumed to be arithmetic mean (not listed). No year provided,,,,,,,,,,,,,,,,
Abernathy et al. 2018,2018,2013-2015,United States of America,Buteo jamaicensis,Red-tailed Hawk,wild,anticoagulant rodenticides,chlorophacinone,blood,NA,97,3,NA,juvenile,unknown/mixed,NA,ND,UNK,NA,NA,NA,NA,NA,yes,Morphology,Body Condition,"Concentrations not given other than ""Trace"" (Under quantifiable limits)",,,,,,,,,,,,,,,,
Abernathy et al. 2018,2018,2013-2015,United States of America,Buteo jamaicensis,Red-tailed Hawk,wild,anticoagulant rodenticides,bromadiolone,blood,NA,97,1,NA,juvenile,unknown/mixed,NA,ND,UNK,NA,NA,NA,NA,NA,no,Morphology,Body Condition,"Concentrations not given other than ""Trace"" (Under quantifiable limits)",,,,,,,,,,,,,,,,
Abernathy et al. 2018,2018,2013-2015,United States of America,Buteo jamaicensis,Red-tailed Hawk,wild,anticoagulant rodenticides,diphacinone,blood,NA,97,5,NA,juvenile,unknown/mixed,NA,ND,UNK,NA,NA,NA,NA,NA,no,Morphology,Body Condition,"Concentrations not given other than ""Trace"" (Under quantifiable limits) for 4 birds, and 1 listed as positive (unk level)",,,,,,,,,,,,,,,,
Abernathy et al. 2018,2018,2013-2015,United States of America,Buteo jamaicensis,Red-tailed Hawk,wild,anticoagulant rodenticides,brodifacoum,blood,NA,97,1,NA,juvenile,unknown/mixed,NA,ND,UNK,NA,NA,NA,NA,NA,no,Morphology,Body Condition,"Concentrations not given other than ""Trace"" (Under quantifiable limits)",,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Circus aeruginosus,Western Marsh-harrier,wild,heavy metals,MeHg,blood,NA,15,NA,NA,nestling,unknown/mixed,geometric mean,88,,NA,100,70,percent,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Circus aeruginosus,Western Marsh-harrier,wild,heavy metals,Hg,blood,NA,15,NA,NA,nestling,unknown/mixed,geometric mean,43.2,,NA,78.3,19.3,ng/mL,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Circus aeruginosus,Western Marsh-harrier,wild,heavy metals,Se,blood,NA,15,NA,NA,nestling,unknown/mixed,geometric mean,299,,NA,487,132,ng/mL,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Se,blood,NA,8,NA,NA,nestling,unknown/mixed,geometric mean,293,1.3 ng/mL,NA,316,271,ng/mL,wet,no,NA,NA,The LOD of this method was 1.3 ng/mL and the RSD was 3.2 % (unclear which toxicants these values apply to),,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Hg,blood,NA,3,NA,NA,adult,unknown/mixed,geometric mean,567,See Notes,NA,587,547,ng/mL,wet,no,NA,NA,"The limits of detection (LOD) and  quantification (LOQ) of the methodology used were 0.12 and 0.4 ng/mL, respectively",,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,MeHg,blood,NA,3,NA,NA,adult,unknown/mixed,geometric mean,99,,NA,100,98,percent,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Se,blood,NA,3,NA,NA,adult,unknown/mixed,geometric mean,538,1.3 ng/mL,NA,696,416,ng/mL,wet,no,NA,NA,The LOD of this method was 1.3 ng/mL and the RSD was 3.2 % (unclear which toxicants these values apply to),,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Hg,blood,NA,3,NA,NA,nestling,unknown/mixed,geometric mean,71.9,See Notes,NA,88.6,59.5,ng/mL,wet,no,NA,NA,"The limits of detection (LOD) and quantification (LOQ) of the methodology used were 0.12 and 0.4 ng/mL, respectively",,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,MeHg,blood,NA,3,NA,NA,nestling,unknown/mixed,geometric mean,95,,NA,96,93,percent,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Se,blood,NA,3,NA,NA,nestling,unknown/mixed,geometric mean,439,1.3 ng/mL,NA,501,385,ng/mL,wet,no,NA,NA,The LOD of this method was 1.3 ng/mL and the RSD was 3.2 % (unclear which toxicants these values apply to),,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Hg,blood,NA,7,NA,NA,adult,unknown/mixed,geometric mean,99.4,See Notes,NA,194,45,ng/mL,wet,no,NA,NA,"The limits of detection (LOD) and quantification (LOQ) of the methodology used were 0.12 and 0.4 ng/mL, respectively",,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,MeHg,blood,NA,7,NA,NA,adult,unknown/mixed,geometric mean,96,,NA,100,93,percent,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Se,blood,NA,7,NA,NA,adult,unknown/mixed,geometric mean,359,1.3 ng/mL,NA,364,354,ng/mL,wet,no,NA,NA,The LOD of this method was 1.3 ng/mL and the RSD was 3.2 % (unclear which toxicants these values apply to),,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,MeHg,blood,NA,8,NA,NA,nestling,unknown/mixed,geometric mean,97,,NA,97,96,percent,wet,no,NA,NA,,,,,,,,,,,,,,,,,
Alvarez et al. 2013,2013,1999-2000,Spain,Falco peregrinus,Peregrine Falcon,wild,heavy metals,Hg,blood,NA,8,NA,NA,nestling,unknown/mixed,geometric mean,54.8,See Notes,NA,93,14.7,ng/mL,wet,no,NA,NA,"The limits of detection (LOD) and quantification (LOQ) of the methodology used were 0.12 and 0.4 ng/mL, respectively",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Heptachlor,blood,NA,15,4,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.06,See general notes,0.06,0.12,0.0002,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of HCH,body feathers,NA,20,6,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.63,See general notes,0.89,2.01,0.01,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Heptachlor,body feathers,NA,20,14,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.03,See general notes,0.03,0.14,0.0004,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Sum of Drines,body feathers,NA,20,8,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.03,See general notes,0.05,0.14,0.002,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Sum of DDT,body feathers,NA,20,11,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.04,See general notes,0.04,0.14,0.0003,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Endosulfan,body feathers,NA,20,14,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.34,See general notes,0.64,1.86,0.0007,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Chlordane,body feathers,NA,20,5,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.01,See general notes,0.02,0.05,0.0004,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of HCH,blood,NA,15,11,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.08,See general notes,0.15,0.4,0.001,?g/mL,wet,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Sum of Drines,blood,NA,15,15,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.31,See general notes,0.47,1.77,0.02,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Sum of DDT,blood,NA,15,11,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.05,See general notes,0.07,0.23,0.002,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Endosulfan,blood,NA,15,9,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.06,See general notes,0.1,0.32,0.002,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,unknown,Sum of Chlordane,blood,NA,15,2,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.05,See general notes,0.03,0.07,0.02,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Methoxychlor,blood,NA,15,8,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.05,See general notes,0.1,0.29,0.002,?g/mL,wet,no,NA,NA,Estimate type not given (assumed to be arithmetic),,,,,,,,,,,,,,,,
Arrona-Rivera et al. 2016,2016,2014,Mexico,Glaucidium brasilianum,Ferruginous Pygmy-owl,wild,organochlorine insecticides,Methoxychlor,body feathers,NA,20,2,NA,unknown/mixed,unknown/mixed,arithmetic mean,0.03,See general notes,0.02,0.05,0.01,?g/g,dry,no,NA,NA,"15 breast feathers, 15 back feathers, and the third right rectrix were collected. Estimate type not given (assumed to be arithmetic)",,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,PCBs,Total PCBs,blood,NA,15,NA,NA,adult,female,arithmetic mean,1.87,> = 0.01,2.32,0,6.93,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,PCBs,Total PCBs,blood,NA,9,NA,NA,adult,male,arithmetic mean,1.41,> = 0.01,1.16,0,3.23,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,PCBs,Total PCBs,blood,NA,90,NA,NA,nestling,unknown/mixed,arithmetic mean,3.55,> = 0.01,3.06,0,13.74,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDT,blood,NA,15,NA,NA,adult,female,arithmetic mean,0.05,> = 0.01,0.18,0,0.71,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDT,blood,NA,9,NA,NA,adult,male,arithmetic mean,0.51,> = 0.01,0.69,0,2.14,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDT,blood,NA,90,NA,NA,nestling,unknown/mixed,arithmetic mean,1.57,> = 0.01,1.88,0,9.84,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDE,blood,NA,15,NA,NA,adult,female,arithmetic mean,1.41,> = 0.01,0.97,0,3.38,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDE,blood,NA,9,NA,NA,adult,male,arithmetic mean,2.55,> = 0.01,1.51,1.05,4.89,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2018,2018,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,DDE,blood,NA,90,NA,NA,nestling,unknown/mixed,arithmetic mean,0.29,> = 0.01,0.48,0,2.21,ng/ml,wet,yes,Physiological,Change in white blood cells,,,,,,,,,,,,,,,,,
Garcia-Heras et al. 2017,2017,2012-2014,South Africa,Circus maurus,Black Harrier,wild,organochlorine insecticides,,,,,,,,,,,,,,,,,yes,Morphology,Plumage,Follows Garcia-Heras et al. 2018 study - looks at effects of contaminants rather than the contaminants levels themselves,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 28,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,55,NA,72,2,235,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 52,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,35,NA,30,2,91,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 95,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,102,NA,103,4,303,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 101,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,960,NA,1175,6,3298,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 123 + 149,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,133,NA,148,3,501,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 118,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,992,NA,1111,21,3197,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 114,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,87,NA,80,0.9,218,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 153,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,11023,NA,11455,161,33785,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 132,eggs,NA,12,NA,NA,egg,unknown/mixed,arithmetic mean,7,NA,21,<0.02,74,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 105,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,126,NA,121,1,320,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 138,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,5783,NA,6103,89,17535,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 183,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,1729,NA,1777,17,5095,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 167,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,146,NA,140,4,358,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 156,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,608,NA,739,5,2135,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 157,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,56,NA,51,2,137,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 180,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,10513,NA,10527,128,30211,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 170,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,2407,NA,2497,33,7467,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 189,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,86,NA,129,3,391,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 194,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,1973,NA,1969,32,5985,ng/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 81,eggs,NA,9,NA,NA,egg,unknown/mixed,arithmetic mean,57,NA,46,<0.03,128,pg/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 77,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,113,NA,111,15,393,pg/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 126,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,1122,NA,1064,0.8,3074,pg/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,PCBs,PCB 169,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,160,NA,130,0.2,405,pg/g,wet,no,,"Included all individual PCBs here as paper split PCB totals into two types (""ortho"" and ""non-ortho""?)",,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,organochlorine insecticides,DDE,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,9316,NA,10888,152,33549,ng/g,wet,no,,,,,,,,,,,,,,,,,,,
Gomara et al. 2008,2008,1999-2001,Spain,Milvus milvus,Red Kite,wild,organochlorine insecticides,TDE,eggs,NA,12,12,NA,egg,unknown/mixed,arithmetic mean,0.2,NA,0.37,0.03,1,ng/g,wet,no,,,,,,,,,,,,,,,,,,,
